,B.O.D. (mg/l) : Max : < 3 mg/l,B.O.D. (mg/l) : Mean : < 3 mg/l,B.O.D. (mg/l) : Min : < 3 mg/l,CONDUCTIVITY (µmhos/cm) : Max,CONDUCTIVITY (µmhos/cm) : Mean,CONDUCTIVITY (µmhos/cm) : Min,FECAL COLIFORM (MPN/100ml) : Max : < 2500 MPN/100ml,FECAL COLIFORM (MPN/100ml) : Mean : < 2500 MPN/100ml,FECAL COLIFORM (MPN/100ml) : Min : < 2500 MPN/100ml,NITRATE- N+ NITRITE-N (mg/l) : Max,NITRATE- N+ NITRITE-N (mg/l) : Mean,NITRATE- N+ NITRITE-N (mg/l) : Min,TEMPERATURE ºC : Max,TEMPERATURE ºC : Mean,TEMPERATURE ºC : Min,TOTAL COLIFORM (MPN/100ml) : Max : < 5000 MPN/100ml,TOTAL COLIFORM (MPN/100ml) : Mean : < 5000 MPN/100ml,TOTAL COLIFORM (MPN/100ml) : Min : < 5000 MPN/100ml,pH : Max : 6.5-8.5,pH : Mean : 6.5-8.5,pH : Min : 6.5-8.5,B.O.D. (mg/l) : Max : < 3 mg/l_imp,B.O.D. (mg/l) : Mean : < 3 mg/l_imp,B.O.D. (mg/l) : Min : < 3 mg/l_imp,CONDUCTIVITY (µmhos/cm) : Max_imp,CONDUCTIVITY (µmhos/cm) : Mean_imp,CONDUCTIVITY (µmhos/cm) : Min_imp,FECAL COLIFORM (MPN/100ml) : Max : < 2500 MPN/100ml_imp,FECAL COLIFORM (MPN/100ml) : Mean : < 2500 MPN/100ml_imp,FECAL COLIFORM (MPN/100ml) : Min : < 2500 MPN/100ml_imp,TEMPERATURE ºC : Max_imp,TEMPERATURE ºC : Mean_imp,TEMPERATURE ºC : Min_imp,TOTAL COLIFORM (MPN/100ml) : Max : < 5000 MPN/100ml_imp,TOTAL COLIFORM (MPN/100ml) : Mean : < 5000 MPN/100ml_imp,TOTAL COLIFORM (MPN/100ml) : Min : < 5000 MPN/100ml_imp,STATION CODE,LOCATIONS,State
456,2.5,1.6,0.8,796.0,774.0,752.0,2.0,2.0,2.0,0.5,0.5,0.4,29.5,29.3,29.0,4.0,4.0,4.0,7.5,7.3,7.1,2.5,1.6,0.8,796.0,774.0,752.0,2.0,2.0,2.0,29.5,29.3,29.0,4.0,4.0,4.0,2528.0,GROUND WATER POINT INSIDE BURDWAN UNIVERSITY,west_bengal
457,0.9,0.7,0.4,714.0,689.0,663.0,2138.7401542889615,1029.0218844630022,578.1838928452163,0.7,0.7,0.7,29.0,28.5,28.0,15119.90970027177,3923.3076613847293,752.8109710632868,7.5,7.1,6.8,0.9,0.7,0.4,714.0,689.0,663.0,1887.5023041474653,1088.8341013824884,562.2764976958525,29.0,28.5,28.0,14249.386440677967,4048.237288135593,825.1254237288135,2529.0,GROUND WATER POINT NEAR BURDWAN STATION,west_bengal
458,1.9,1.5,1.1,594.0,573.0,552.0,4001.1861635860105,662.2542155780795,871.8174903004748,0.4,0.4,0.4,68.0,67.0,66.0,31175.734432022018,1269.16064669081,463.6310251238685,9.3,9.3,9.3,1.9,1.5,1.1,594.0,573.0,552.0,1887.5023041474653,1088.8341013824884,562.2764976958525,68.0,67.0,66.0,14249.386440677967,4048.237288135593,825.1254237288135,2530.0,HOT SPRING AT BAKRESHWAR,west_bengal
459,1.3,1.0,0.7,929.0,795.0,660.0,2226.988600407132,1016.6101113041985,589.6188147578606,0.8,0.7,0.6,29.0,29.0,29.0,14972.839088050792,4214.434880002829,853.9247600989178,7.4,6.7,6.1,1.3,1.0,0.7,929.0,795.0,660.0,1887.5023041474653,1088.8341013824884,562.2764976958525,29.0,29.0,29.0,14249.386440677967,4048.237288135593,825.1254237288135,2533.0,SURI TOWN NEAR BUS STAND,west_bengal
460,0.7,0.6,0.5,493.0,488.0,482.0,2187.095535399599,1018.0982631606144,587.5063181711646,0.2,0.2,0.2,31.0,30.5,30.0,15600.869618680228,3802.8569745717004,709.4446082195778,7.3,7.1,6.9,0.7,0.6,0.5,493.0,488.0,482.0,1887.5023041474653,1088.8341013824884,562.2764976958525,31.0,30.5,30.0,14249.386440677967,4048.237288135593,825.1254237288135,2535.0,VISVA BHARATI,west_bengal
461,1.1,1.0,0.9,1013.0,664.0,314.0,1942.973255503291,1058.4006592893188,562.3598826554196,6.6,5.7,4.7,29.0,29.0,29.0,12535.151635313041,4238.206541208225,685.2969886504656,7.1,7.1,7.1,1.1,1.0,0.9,1013.0,664.0,314.0,1887.5023041474653,1088.8341013824884,562.2764976958525,29.0,29.0,29.0,14249.386440677967,4048.237288135593,825.1254237288135,2536.0,NALHATI RAILWAY STATION OF BIRBHUM,west_bengal
462,0.9,0.6,0.3,801.0,580.0,358.0,2277.049568959892,1006.9966021107925,595.4074443697709,2.6,2.4,2.2,30.0,29.0,28.0,15752.497820639299,4003.5829680762345,903.9861753578962,8.0,7.5,7.0,0.9,0.6,0.3,801.0,580.0,358.0,1887.5023041474653,1088.8341013824884,562.2764976958525,30.0,29.0,28.0,14249.386440677967,4048.237288135593,825.1254237288135,2537.0,BOLPUR NEAR RAILWAY STATION,west_bengal
463,3.5,2.3,1.2,306.0,306.0,306.0,2070.351467896683,1035.7464568811424,577.1467641725642,0.7,0.6,0.6,29.0,29.0,29.0,14704.207343445247,3828.8436186012386,659.3473424062313,7.0,7.0,7.0,3.5,2.3,1.2,306.0,306.0,306.0,1887.5023041474653,1088.8341013824884,562.2764976958525,29.0,29.0,29.0,14249.386440677967,4048.237288135593,825.1254237288135,2538.0,MOREGRAM CROSSING,west_bengal
464,0.9,0.8,0.8,1854.0,1791.0,1727.0,4.0,4.0,4.0,0.2,0.2,0.2,30.0,29.0,28.0,13.0,13.0,13.0,7.5,7.5,7.5,0.9,0.8,0.8,1854.0,1791.0,1727.0,4.0,4.0,4.0,30.0,29.0,28.0,13.0,13.0,13.0,2540.0,SATI GHAT AT BANKURA TOWN,west_bengal
465,0.9,0.7,0.4,814.0,778.0,742.0,1921.5061420545467,1072.2450079134303,538.7628597711041,0.1,0.1,0.1,29.0,27.5,26.0,12911.572130967505,4273.172634410745,717.879057006085,6.7,6.7,6.6,0.9,0.7,0.4,814.0,778.0,742.0,1887.5023041474653,1088.8341013824884,562.2764976958525,29.0,27.5,26.0,14249.386440677967,4048.237288135593,825.1254237288135,2542.0,DWARIKA AT BISHNUPUR TOWN,west_bengal
466,0.7,0.6,0.4,140.0,132.0,123.0,2389.3631914930124,998.8250682916013,591.3544418635792,3.4,2.8,2.1,29.0,27.5,26.0,18260.785993606067,3887.9105028682065,1362.743308372562,8.0,6.9,5.7,0.7,0.6,0.4,140.0,132.0,123.0,1887.5023041474653,1088.8341013824884,562.2764976958525,29.0,27.5,26.0,14249.386440677967,4048.237288135593,825.1254237288135,2543.0,SDO OFFICE AT BISHNUPUR TOWN,west_bengal
467,1.7,1.4,1.1,1568.0,1027.0,485.0,8.0,8.0,8.0,4.1,4.0,3.9,32.0,29.5,27.0,13.0,13.0,13.0,7.5,7.1,6.8,1.7,1.4,1.1,1568.0,1027.0,485.0,8.0,8.0,8.0,32.0,29.5,27.0,13.0,13.0,13.0,2545.0,GROUND WATER POINT AT PURULIA RK MISSION,west_bengal
468,0.7,0.5,0.3,987.0,978.0,969.0,4.0,4.0,4.0,0.8,0.4,0.0,29.0,27.5,26.0,13.0,13.0,13.0,8.0,7.9,7.9,0.7,0.5,0.3,987.0,978.0,969.0,4.0,4.0,4.0,29.0,27.5,26.0,13.0,13.0,13.0,2546.0,ULUBERIA COLLEGE AT HOWRAH,west_bengal
469,1.4,0.8,0.3,2140.0,1594.0,1048.0,500.0,500.0,500.0,0.6,0.3,0.1,27.0,26.5,26.0,900.0,900.0,900.0,8.0,7.5,7.1,1.4,0.8,0.3,2140.0,1594.0,1048.0,500.0,500.0,500.0,27.0,26.5,26.0,900.0,900.0,900.0,2547.0,"AMTOLA ON DIAMOND HARBOUR ROAD, 24 PARGANAS (S)",west_bengal
470,0.7,0.6,0.5,2040.0,1936.0,1832.0,2.0,2.0,2.0,0.2,0.2,0.1,29.0,28.0,27.0,11.0,11.0,11.0,7.5,7.4,7.2,0.7,0.6,0.5,2040.0,1936.0,1832.0,2.0,2.0,2.0,29.0,28.0,27.0,11.0,11.0,11.0,2548.0,"HIDCO OFFICE, RAJARHAT",west_bengal
