,B.O.D. (mg/l) : Max : < 3 mg/l,B.O.D. (mg/l) : Mean : < 3 mg/l,B.O.D. (mg/l) : Min : < 3 mg/l,CONDUCTIVITY (µmhos/cm) : Max,CONDUCTIVITY (µmhos/cm) : Mean,CONDUCTIVITY (µmhos/cm) : Min,FECAL COLIFORM (MPN/100ml) : Max : < 2500 MPN/100ml,FECAL COLIFORM (MPN/100ml) : Mean : < 2500 MPN/100ml,FECAL COLIFORM (MPN/100ml) : Min : < 2500 MPN/100ml,NITRATE- N+ NITRITE-N (mg/l) : Max,NITRATE- N+ NITRITE-N (mg/l) : Mean,NITRATE- N+ NITRITE-N (mg/l) : Min,TEMPERATURE ºC : Max,TEMPERATURE ºC : Mean,TEMPERATURE ºC : Min,TOTAL COLIFORM (MPN/100ml) : Max : < 5000 MPN/100ml,TOTAL COLIFORM (MPN/100ml) : Mean : < 5000 MPN/100ml,TOTAL COLIFORM (MPN/100ml) : Min : < 5000 MPN/100ml,pH : Max : 6.5-8.5,pH : Mean : 6.5-8.5,pH : Min : 6.5-8.5,B.O.D. (mg/l) : Max : < 3 mg/l_imp,B.O.D. (mg/l) : Mean : < 3 mg/l_imp,B.O.D. (mg/l) : Min : < 3 mg/l_imp,CONDUCTIVITY (µmhos/cm) : Max_imp,CONDUCTIVITY (µmhos/cm) : Mean_imp,CONDUCTIVITY (µmhos/cm) : Min_imp,FECAL COLIFORM (MPN/100ml) : Max : < 2500 MPN/100ml_imp,FECAL COLIFORM (MPN/100ml) : Mean : < 2500 MPN/100ml_imp,FECAL COLIFORM (MPN/100ml) : Min : < 2500 MPN/100ml_imp,TEMPERATURE ºC : Max_imp,TEMPERATURE ºC : Mean_imp,TEMPERATURE ºC : Min_imp,TOTAL COLIFORM (MPN/100ml) : Max : < 5000 MPN/100ml_imp,TOTAL COLIFORM (MPN/100ml) : Mean : < 5000 MPN/100ml_imp,TOTAL COLIFORM (MPN/100ml) : Min : < 5000 MPN/100ml_imp,STATION CODE,LOCATIONS,State
0,3.007691087800165,2.704289200395827,2.05559589739007,2050.0,2050.0,2050.0,2103.670076147586,1012.2970645730472,538.3452242909208,2.5,2.5,2.5,23.0,23.0,23.0,400.0,400.0,400.0,7.0,7.0,7.0,3.1707964601769913,2.6238938053097334,2.198230088495573,2050.0,2050.0,2050.0,1887.5023041474653,1088.8341013824884,562.2764976958525,23.0,23.0,23.0,400.0,400.0,400.0,1513.0,"B W. - KRISHNA MURTHY, D.NO. 48-16-43 AUTONAGAR VIJJAYAWADA, KRISNA DIST., A.P.",andhra_pradesh
1,3.052191905044328,2.674690469161195,2.1209119425690988,1639.0,1639.0,1639.0,2168.1553355703268,999.4467615437242,549.3799505547172,1.2,1.2,1.2,23.0,23.0,23.0,400.0,400.0,400.0,7.3,7.3,7.3,3.1707964601769913,2.6238938053097334,2.198230088495573,1639.0,1639.0,1639.0,1887.5023041474653,1088.8341013824884,562.2764976958525,23.0,23.0,23.0,400.0,400.0,400.0,1514.0,"B/W. - VIJAY KUMAR AUTONAGAR VIJAYAWADA, KRISHNA DIST., A.P.",andhra_pradesh
2,0.6,0.6,0.6,1569.0,1569.0,1569.0,1939.3482756567669,1041.6657420427398,517.9415361609523,2.8,2.8,2.8,19.0,19.0,19.0,400.0,400.0,400.0,7.4,7.4,7.4,0.6,0.6,0.6,1569.0,1569.0,1569.0,1887.5023041474653,1088.8341013824884,562.2764976958525,19.0,19.0,19.0,400.0,400.0,400.0,1515.0,"B/W. - NAGARAM(V), PALVONCHA, KHAMMAM DIST., A.P.",andhra_pradesh
3,2.9451701785444224,2.7249499815842326,2.009315005342236,1119.0,1119.0,1119.0,2429.417486393882,948.7241494790429,590.0803903705602,0.5,0.5,0.5,29.0,29.0,29.0,400.0,400.0,400.0,7.4,7.4,7.4,3.1707964601769913,2.6238938053097334,2.198230088495573,1119.0,1119.0,1119.0,1887.5023041474653,1088.8341013824884,562.2764976958525,29.0,29.0,29.0,400.0,400.0,400.0,1516.0,B W OF NAVLOK GARDENS NELLORE AP,andhra_pradesh
4,1.0,0.9,0.8,1950.0,1687.0,1520.0,0.0,0.0,0.0,8.0,4.6,3.1,30.6,28.5,27.0,40.0,32.0,20.0,8.1,7.9,7.2,1.0,0.9,0.8,1950.0,1687.0,1520.0,0.0,0.0,0.0,30.6,28.5,27.0,40.0,32.0,20.0,1517.0,"B/W. - TUNGBHADRA RIVER NEAR KURNOOL, A.P.",andhra_pradesh
5,1.6,1.4,1.0,5000.0,3720.0,2150.0,0.0,0.0,0.0,14.0,8.4,4.0,35.0,29.6,27.0,50.0,36.0,20.0,8.2,7.9,7.8,1.6,1.4,1.0,5000.0,3720.0,2150.0,0.0,0.0,0.0,35.0,29.6,27.0,50.0,36.0,20.0,1518.0,"B/W. - NANDYAL, KURNOOL DIST., A.P.",andhra_pradesh
6,1.8,1.4,1.1,1510.0,1131.0,730.0,0.0,0.0,0.0,3.1,1.7,0.0,37.0,29.2,27.0,30.0,30.0,30.0,8.1,7.9,7.8,1.8,1.4,1.1,1510.0,1131.0,730.0,0.0,0.0,0.0,37.0,29.2,27.0,30.0,30.0,30.0,1519.0,"B/W. - NAGIRI, CHITTOOR DIST., A.P",andhra_pradesh
7,1.5,1.3,1.1,1100.0,966.0,723.0,0.0,0.0,0.0,11.5,4.6,2.1,39.5,31.1,27.0,40.0,34.0,20.0,8.3,7.9,7.6,1.5,1.3,1.1,1100.0,966.0,723.0,0.0,0.0,0.0,39.5,31.1,27.0,40.0,34.0,20.0,1520.0,"B/W. - SWARNAMUKHI RIVER, SRIKALAHASTI, CHITTOOR DIST., A.P.",andhra_pradesh
8,1.0,1.0,1.0,1790.0,1790.0,1790.0,9.0,9.0,9.0,5.4,5.4,5.4,25.0,25.0,25.0,120.0,120.0,120.0,7.7,7.7,7.7,1.0,1.0,1.0,1790.0,1790.0,1790.0,9.0,9.0,9.0,25.0,25.0,25.0,120.0,120.0,120.0,1521.0,"O/W. - NEAR RAMA TEMPLE , WARD NO.2 , MINDI , VISAKHAPATNAM, A.P",andhra_pradesh
9,1.2,1.1,1.0,1343.0,962.0,771.0,23.0,16.0,4.0,1.8,1.4,1.1,29.0,26.0,25.0,150.0,84.0,4.0,7.7,7.4,7.2,1.2,1.1,1.0,1343.0,962.0,771.0,23.0,16.0,4.0,29.0,26.0,25.0,150.0,84.0,4.0,1522.0,"O/W. PEDDANUYYI - VIZIANAGARAM, A.P",andhra_pradesh
10,1.0,1.0,1.0,347.0,347.0,347.0,3.0,3.0,3.0,0.2,0.2,0.2,27.0,27.0,27.0,14.0,14.0,14.0,7.9,7.9,7.9,1.0,1.0,1.0,347.0,347.0,347.0,3.0,3.0,3.0,27.0,27.0,27.0,14.0,14.0,14.0,1523.0,"B/W. - NEAR M/S ANDHRA SUGARS LTD. , KOVVUR , W.G.DIST., A.P",andhra_pradesh
11,1.2,1.2,1.2,1904.0,1904.0,1904.0,4.0,4.0,4.0,1.5,1.5,1.5,26.0,26.0,26.0,4.0,4.0,4.0,7.4,7.4,7.4,1.2,1.2,1.2,1904.0,1904.0,1904.0,4.0,4.0,4.0,26.0,26.0,26.0,4.0,4.0,4.0,1524.0,"O/W. -NEAR PARTAP NAGAR BRIIDGE -KAKINADA , E.G.DIST., A.P",andhra_pradesh
12,6.8,6.8,6.8,3180.0,3180.0,3180.0,10.0,10.0,10.0,8.0,8.0,8.0,32.0,32.0,32.0,86.0,86.0,86.0,7.7,7.7,7.7,6.8,6.8,6.8,3180.0,3180.0,3180.0,10.0,10.0,10.0,32.0,32.0,32.0,86.0,86.0,86.0,1795.0,"B/W. - PANCHAYAT OFFICE , , BOLLARAM (V) MEDAK DIST., A.P",andhra_pradesh
13,1.0,1.0,1.0,1462.0,1462.0,1462.0,10.0,10.0,10.0,5.0,5.0,5.0,28.0,28.0,28.0,64.0,64.0,64.0,7.5,7.5,7.5,1.0,1.0,1.0,1462.0,1462.0,1462.0,10.0,10.0,10.0,28.0,28.0,28.0,64.0,64.0,64.0,1810.0,"B/W - SRI RAMNAGAR COLONY, SAKKAR NAGAR, BODHAN, NIZAMABAD DIST. , A.P",andhra_pradesh
14,1.8,1.8,1.8,4010.0,4010.0,4010.0,10.0,10.0,10.0,2.0,2.0,2.0,29.0,29.0,29.0,32.0,32.0,32.0,6.9,6.9,6.9,1.8,1.8,1.8,4010.0,4010.0,4010.0,10.0,10.0,10.0,29.0,29.0,29.0,32.0,32.0,32.0,1811.0,"B/W. - PRIMARY SCHOOL - RUDRAVELLI (V) , BIBINAGAR (M), NALGONDA DIST., A.P",andhra_pradesh
15,3.0260211577646854,2.692612434214849,2.0824445230884727,1976.0,1976.0,1976.0,2105.3199463970627,1011.5913840305496,539.1763177033649,5.2,5.2,5.2,23.0,23.0,23.0,400.0,400.0,400.0,7.1,7.1,7.1,3.1707964601769913,2.6238938053097334,2.198230088495573,1976.0,1976.0,1976.0,1887.5023041474653,1088.8341013824884,562.2764976958525,23.0,23.0,23.0,400.0,400.0,400.0,3087.0,"BORE WELL NEAR VILLAGE SECRETARIAT, PATHAPADU (V), KRISHNA, A.P.",andhra_pradesh
16,3.097174672871489,2.6551309252504462,2.1633781536002727,1700.0,1700.0,1700.0,2032.1579438357692,1025.9916712542597,528.0880249302861,0.7,0.7,0.7,20.0,20.0,20.0,400.0,400.0,400.0,7.2,7.2,7.2,3.1707964601769913,2.6238938053097334,2.198230088495573,1700.0,1700.0,1700.0,1887.5023041474653,1088.8341013824884,562.2764976958525,20.0,20.0,20.0,400.0,400.0,400.0,3088.0,"B/W AT J.NARASIMHA RAOS HOUSE, 14NOS. AREA, RAMAVARAM, NEAR MWS DUMPSITE, KOTHAGUDEM, KHAMMAM, A.P.",andhra_pradesh
17,1.2,1.2,1.2,2951.0,2951.0,2951.0,4.0,4.0,4.0,4.7,4.7,4.7,25.0,25.0,25.0,9.0,9.0,9.0,7.7,7.7,7.7,1.2,1.2,1.2,2951.0,2951.0,2951.0,4.0,4.0,4.0,25.0,25.0,25.0,9.0,9.0,9.0,3089.0,"HAND PUMP AT TANAM VILL., VISHAKHAPATNAM, A.P.",andhra_pradesh
18,1.0,1.0,1.0,2311.0,2311.0,2311.0,120.0,120.0,120.0,8.6,8.6,8.6,26.0,26.0,26.0,2400.0,2400.0,2400.0,7.2,7.2,7.2,1.0,1.0,1.0,2311.0,2311.0,2311.0,120.0,120.0,120.0,26.0,26.0,26.0,2400.0,2400.0,2400.0,3090.0,"HAND PUMP AT PITTAVANIPALEM, VISHAKHAPATNAM , A.P.",andhra_pradesh
19,1.0,1.0,1.0,2608.0,2608.0,2608.0,4.0,4.0,4.0,8.8,8.8,8.8,25.0,25.0,25.0,28.0,28.0,28.0,7.8,7.8,7.8,1.0,1.0,1.0,2608.0,2608.0,2608.0,4.0,4.0,4.0,25.0,25.0,25.0,28.0,28.0,28.0,3091.0,"BORE WELL AT KAPULUPPADA DUMPSITE, VISHAKHAPATNAM, A.P.",andhra_pradesh
20,1.0,1.0,1.0,911.0,911.0,911.0,9.0,9.0,9.0,3.5,3.5,3.5,25.0,25.0,25.0,120.0,120.0,120.0,7.6,7.6,7.6,1.0,1.0,1.0,911.0,911.0,911.0,9.0,9.0,9.0,25.0,25.0,25.0,120.0,120.0,120.0,3092.0,"BORE WELL AT ARINAMA AKKIVALASA, SRIKAKULAM, A.P.",andhra_pradesh
21,1.0,1.0,1.0,2096.0,2096.0,2096.0,4.0,4.0,4.0,6.3,6.3,6.3,25.0,25.0,25.0,11.0,11.0,11.0,7.9,7.9,7.9,1.0,1.0,1.0,2096.0,2096.0,2096.0,4.0,4.0,4.0,25.0,25.0,25.0,11.0,11.0,11.0,3093.0,"B/W AT ALLADAPALEM VILLAGE, PYDIBHIMAVARAM, DISTT SRIKAKULAM, A.P.",andhra_pradesh
22,16.0,16.0,16.0,896.0,896.0,896.0,1713.132092643113,1122.3978488774064,488.72150214128084,0.0,0.0,0.0,0.0,0.0,0.0,15614.871991246107,3872.7659448859995,2239.2483916325796,7.6,7.6,7.6,16.0,16.0,16.0,896.0,896.0,896.0,1887.5023041474653,1088.8341013824884,562.2764976958525,0.0,0.0,0.0,14249.386440677967,4048.237288135593,825.1254237288135,3094.0,"Bore well at Akbarnagar, Ramagundam ",andhra_pradesh
23,34.0,34.0,34.0,1184.0,1184.0,1184.0,2616.3745204805905,968.4664670489361,586.956869140179,0.0,0.0,0.0,0.0,0.0,0.0,25915.849374737347,2798.3970549724327,3816.625687469544,7.9,7.9,7.9,34.0,34.0,34.0,1184.0,1184.0,1184.0,1887.5023041474653,1088.8341013824884,562.2764976958525,0.0,0.0,0.0,14249.386440677967,4048.237288135593,825.1254237288135,1791.0,Borewell at Pydipally near East side of Sai cheruvu ,andhra_pradesh
24,56.0,56.0,56.0,1312.0,1312.0,1312.0,3686.64073154274,787.1048619557895,701.4203677012407,0.0,0.0,0.0,0.0,0.0,0.0,38087.03571475288,1577.3413824268935,5748.597660397024,8.1,8.1,8.1,56.0,56.0,56.0,1312.0,1312.0,1312.0,1887.5023041474653,1088.8341013824884,562.2764976958525,0.0,0.0,0.0,14249.386440677967,4048.237288135593,825.1254237288135,1792.0,"Borewell at CKM College, Enamamula ",andhra_pradesh
25,21.0,21.0,21.0,1784.0,1784.0,1784.0,2049.660125120448,1062.4353543348423,530.0863741469776,0.0,0.0,0.0,0.0,0.0,0.0,19503.831557799054,3344.1794729252815,2652.2376354673447,8.1,8.1,8.1,21.0,21.0,21.0,1784.0,1784.0,1784.0,1887.5023041474653,1088.8341013824884,562.2764976958525,0.0,0.0,0.0,14249.386440677967,4048.237288135593,825.1254237288135,1793.0,Open well at Kundanpally near ash ponds of NTPC ,andhra_pradesh
26,24.0,24.0,24.0,1099.0,1099.0,1099.0,2166.904750122687,1043.4403861000553,541.262056348597,0.0,0.0,0.0,0.0,0.0,0.0,20885.79257247637,3247.9651373726156,2950.945751457697,8.0,8.0,8.0,24.0,24.0,24.0,1099.0,1099.0,1099.0,1887.5023041474653,1088.8341013824884,562.2764976958525,0.0,0.0,0.0,14249.386440677967,4048.237288135593,825.1254237288135,1794.0,Borewell at Manakondur ,andhra_pradesh
27,12.0,12.0,12.0,1577.0,1577.0,1577.0,1529.5516882841862,1153.201985194336,469.3235220936047,0.0,0.0,0.0,0.0,0.0,0.0,13441.352960059556,4074.70036063527,1847.4388265631173,7.6,7.6,7.6,12.0,12.0,12.0,1577.0,1577.0,1577.0,1887.5023041474653,1088.8341013824884,562.2764976958525,0.0,0.0,0.0,14249.386440677967,4048.237288135593,825.1254237288135,16.0,Open well at Tadavai ,andhra_pradesh
28,2.997395063429737,2.6991908384158756,2.082852953223406,1738.0,1738.0,1738.0,2120.539630740844,1008.9998621152498,541.4445366414415,0.95,1.0,0.95,22.0,22.0,22.0,400.0,400.0,400.0,7.3,7.3,7.3,3.1707964601769913,2.6238938053097334,2.198230088495573,1738.0,1738.0,1738.0,1887.5023041474653,1088.8341013824884,562.2764976958525,22.0,22.0,22.0,400.0,400.0,400.0,26.0,Borewell at Vijayawada,andhra_pradesh
29,1.0,1.0,1.0,497.0,497.0,497.0,10.0,10.0,10.0,3.0,3.0,3.0,30.0,30.0,30.0,24.0,24.0,24.0,7.9,7.9,7.9,1.0,1.0,1.0,497.0,497.0,497.0,10.0,10.0,10.0,30.0,30.0,30.0,24.0,24.0,24.0,27.0,B/w at Peddavoora ,andhra_pradesh
30,2.0,1.4,0.7,762.0,748.0,734.0,36.0,18.0,0.0,8.6,7.0,5.4,24.0,23.5,23.0,24000.0,12000.0,0.0,6.6,6.5,6.4,2.0,1.4,0.7,762.0,748.0,734.0,36.0,18.0,0.0,24.0,23.5,23.0,24000.0,12000.0,0.0,1533.0,"*DIGBOI, TINSUKIA DISTT.,  ASSAM",assam
31,1.5,1.1,0.7,470.0,338.0,205.0,150.0,75.0,0.0,1.2,0.7,0.2,24.0,23.5,23.0,11000.0,5500.0,0.0,6.5,6.4,6.2,1.5,1.1,0.7,470.0,338.0,205.0,150.0,75.0,0.0,24.0,23.5,23.0,11000.0,5500.0,0.0,1534.0,"*KARBI  ANGLONG DISTT., ASSAM",assam
32,1.8,1.4,0.9,364.0,333.0,302.0,0.0,0.0,0.0,0.7,0.5,0.3,25.0,24.5,24.0,91.0,91.0,91.0,7.5,7.0,6.4,1.8,1.4,0.9,364.0,333.0,302.0,0.0,0.0,0.0,25.0,24.5,24.0,91.0,91.0,91.0,1535.0,"*SIBSAGAR , ASSAM",assam
33,2.4,1.9,1.3,885.0,791.0,696.0,0.0,0.0,0.0,0.4,0.3,0.1,25.0,22.5,20.0,91.0,46.0,0.0,5.8,5.7,5.5,2.4,1.9,1.3,885.0,791.0,696.0,0.0,0.0,0.0,25.0,22.5,20.0,91.0,46.0,0.0,1536.0,"*SIBSAGAR, ASSAM",assam
34,3.3,2.2,1.1,579.0,510.0,440.0,72.0,54.0,36.0,3.8,3.1,2.4,25.0,24.5,24.0,4600.0,3350.0,2100.0,7.4,7.0,6.6,3.3,2.2,1.1,579.0,510.0,440.0,72.0,54.0,36.0,25.0,24.5,24.0,4600.0,3350.0,2100.0,1537.0,"*(JORHAT, ASSAM",assam
35,1.0,0.7,0.3,149.0,125.0,100.0,36.0,18.0,0.0,4.8,3.7,2.5,24.0,22.0,20.0,4600.0,2300.0,0.0,5.4,5.1,4.7,1.0,0.7,0.3,149.0,125.0,100.0,36.0,18.0,0.0,24.0,22.0,20.0,4600.0,2300.0,0.0,1538.0,"*SILCHAR, ASSAM",assam
36,2.9,2.0,1.0,1043.0,599.0,154.0,0.0,0.0,0.0,2.5,1.5,0.5,31.0,27.5,24.0,0.0,0.0,0.0,7.4,6.8,6.2,2.9,2.0,1.0,1043.0,599.0,154.0,0.0,0.0,0.0,31.0,27.5,24.0,0.0,0.0,0.0,1539.0,"*BARPETA, ASSAM",assam
37,1.3,1.1,0.9,746.0,446.0,146.0,0.0,0.0,0.0,0.4,0.3,0.1,32.0,27.5,23.0,0.0,0.0,0.0,6.4,5.9,5.3,1.3,1.1,0.9,746.0,446.0,146.0,0.0,0.0,0.0,32.0,27.5,23.0,0.0,0.0,0.0,1540.0,"*BONAIGAON, ASSAM",assam
38,3.8,2.4,1.0,1362.0,1048.0,734.0,240.0,120.0,0.0,12.2,9.8,7.4,24.0,23.0,22.0,24000.0,12115.0,230.0,6.4,6.4,6.3,3.8,2.4,1.0,1362.0,1048.0,734.0,240.0,120.0,0.0,24.0,23.0,22.0,24000.0,12115.0,230.0,1541.0,"*GUWAHATI, ASSAM",assam
39,2.4,1.5,0.6,991.0,716.0,440.0,36.0,18.0,0.0,1.1,0.9,0.6,26.0,25.0,24.0,91.0,46.0,0.0,7.3,6.9,6.5,2.4,1.5,0.6,991.0,716.0,440.0,36.0,18.0,0.0,26.0,25.0,24.0,91.0,46.0,0.0,1542.0,"*GUWAHATI, ASSAM",assam
40,0.9,0.8,0.7,745.0,591.0,436.0,0.0,0.0,0.0,9.8,8.3,6.7,23.0,23.0,23.0,0.0,0.0,0.0,5.7,5.7,5.7,0.9,0.8,0.7,745.0,591.0,436.0,0.0,0.0,0.0,23.0,23.0,23.0,0.0,0.0,0.0,2243.0,"GROUND WATER FROM LEDO, MARGHERITA",assam
41,1.4,1.1,0.8,604.0,562.0,520.0,9300.0,4650.0,0.0,3.8,3.6,3.3,25.0,23.0,21.0,9301.0,4669.0,36.0,6.9,6.6,6.3,1.4,1.1,0.8,604.0,562.0,520.0,9300.0,4650.0,0.0,25.0,23.0,21.0,9301.0,4669.0,36.0,2244.0,GROUND WATER FROM NAZIRA,assam
42,1.1,1.0,0.9,400.0,248.0,95.0,430.0,230.0,30.0,4.0,2.5,1.0,28.0,26.5,25.0,1500.0,966.0,431.0,5.9,5.7,5.4,1.1,1.0,0.9,400.0,248.0,95.0,430.0,230.0,30.0,28.0,26.5,25.0,1500.0,966.0,431.0,2245.0,GROUND WATER FROM NUMALIGARH (NEAR NRL TE LABOR COLONY),assam
43,0.9,0.8,0.7,617.0,544.0,470.0,0.0,0.0,0.0,0.2,0.1,0.0,22.0,21.0,20.0,0.0,0.0,0.0,6.9,6.6,6.2,0.9,0.8,0.7,617.0,544.0,470.0,0.0,0.0,0.0,22.0,21.0,20.0,0.0,0.0,0.0,2246.0,GROUND WATER FROM SEMENCHAPARI,assam
44,0.7,0.5,0.2,706.0,649.0,591.0,0.0,0.0,0.0,6.3,3.3,0.3,22.0,21.0,20.0,36.0,18.0,0.0,6.2,6.2,6.1,0.7,0.5,0.2,706.0,649.0,591.0,0.0,0.0,0.0,22.0,21.0,20.0,36.0,18.0,0.0,2247.0,GROUND WATER FROM SILAPATHAR,assam
45,3.2,2.2,1.2,823.0,817.0,810.0,0.0,0.0,0.0,9.8,5.6,1.4,26.0,26.0,26.0,360.0,195.0,30.0,7.1,6.6,6.0,3.2,2.2,1.2,823.0,817.0,810.0,0.0,0.0,0.0,26.0,26.0,26.0,360.0,195.0,30.0,2248.0,GROUND WATER FROM LAKHIMPUR TOWN,assam
46,1.1,1.1,1.0,247.0,195.0,142.0,0.0,0.0,0.0,1.7,1.3,0.8,28.0,27.0,26.0,36.0,18.0,0.0,6.4,6.1,5.8,1.1,1.1,1.0,247.0,195.0,142.0,0.0,0.0,0.0,28.0,27.0,26.0,36.0,18.0,0.0,2249.0,GROUND WATER FROM TEZPUR (MISSION CHARIALI),assam
47,0.7,0.6,0.4,578.0,475.0,371.0,0.0,0.0,0.0,2.1,1.6,1.0,29.0,28.5,28.0,0.0,0.0,0.0,6.6,6.6,6.5,0.7,0.6,0.4,578.0,475.0,371.0,0.0,0.0,0.0,29.0,28.5,28.0,0.0,0.0,0.0,2250.0,GROUND WATER FROM NAGAON (PANIGAON),assam
48,4.2,2.4,0.5,1648.0,1322.0,995.0,73.0,37.0,0.0,8.6,7.3,5.9,29.0,27.0,25.0,11000.0,5500.0,0.0,7.2,6.5,5.7,4.2,2.4,0.5,1648.0,1322.0,995.0,73.0,37.0,0.0,29.0,27.0,25.0,11000.0,5500.0,0.0,2251.0,GROUND WATER FROM JAGIROAD NEAR HPC EFFLUENT DISCHARGE POINT,assam
49,1.3,1.3,1.3,417.0,417.0,417.0,0.0,0.0,0.0,0.1,0.1,0.1,24.0,24.0,24.0,0.0,0.0,0.0,6.4,6.4,6.4,1.3,1.3,1.3,417.0,417.0,417.0,0.0,0.0,0.0,24.0,24.0,24.0,0.0,0.0,0.0,2252.0,GROUND WATER NEAR MSW DUMPING SITE AT GARCHUK-GUWAHATI,assam
50,1.1,1.1,1.1,745.0,601.0,456.0,0.0,0.0,0.0,6.5,5.5,4.4,26.0,25.5,25.0,0.0,0.0,0.0,7.1,6.9,6.6,1.1,1.1,1.1,745.0,601.0,456.0,0.0,0.0,0.0,26.0,25.5,25.0,0.0,0.0,0.0,2253.0,GROUND WATER FROM NALBARI,assam
51,0.5,0.3,0.1,1205.0,1038.0,870.0,930.0,465.0,0.0,0.2,0.2,0.2,32.0,28.6,25.1,110000.0,55000.0,0.0,7.0,6.9,6.8,0.5,0.3,0.1,1205.0,1038.0,870.0,930.0,465.0,0.0,32.0,28.6,25.1,110000.0,55000.0,0.0,2254.0,GROUND WATER FROM BARPETA ROAD(RLY STATION),assam
52,1.0,0.8,0.6,893.0,747.0,600.0,0.0,0.0,0.0,7.3,6.1,4.9,32.0,29.3,26.5,4600.0,2300.0,0.0,7.4,6.9,6.4,1.0,0.8,0.6,893.0,747.0,600.0,0.0,0.0,0.0,32.0,29.3,26.5,4600.0,2300.0,0.0,2255.0,"GROUND WATER NEAR BPRL, DHALIGAON",assam
53,0.6,0.6,0.6,893.0,515.0,136.0,91.0,46.0,0.0,4.9,4.0,3.0,32.0,28.5,25.0,930.0,645.0,360.0,6.5,6.5,6.4,0.6,0.6,0.6,893.0,515.0,136.0,91.0,46.0,0.0,32.0,28.5,25.0,930.0,645.0,360.0,2256.0,GROUND WATER FROM KOKRAJHAR DISTRICT (HS SCHOOL ),assam
54,1.2,0.9,0.5,1036.0,883.0,729.0,2300.0,1150.0,0.0,0.5,0.3,0.1,34.0,29.1,24.2,2301.0,1196.0,91.0,7.2,7.2,7.2,1.2,0.9,0.5,1036.0,883.0,729.0,2300.0,1150.0,0.0,34.0,29.1,24.2,2301.0,1196.0,91.0,2257.0,GROUND WATER FROM DHUBRI DISTRICT (COLLEGE NAGAR ),assam
55,1.1,0.8,0.4,613.0,539.0,465.0,0.0,0.0,0.0,3.1,3.0,2.8,33.0,30.0,27.0,2300.0,1265.0,230.0,6.6,6.6,6.5,1.1,0.8,0.4,613.0,539.0,465.0,0.0,0.0,0.0,33.0,30.0,27.0,2300.0,1265.0,230.0,2258.0,GROUND WATER FROM GOALPARA DIST. (GOALPARA COLLEGE ),assam
56,2.8,1.8,0.7,1904.0,1515.0,1126.0,0.0,0.0,0.0,1.9,1.6,1.2,29.0,28.5,28.0,0.0,0.0,0.0,7.5,7.4,7.2,2.8,1.8,0.7,1904.0,1515.0,1126.0,0.0,0.0,0.0,29.0,28.5,28.0,0.0,0.0,0.0,2259.0,GROUND WATER FROM DIPHU (GOVT. COLLEGE),assam
57,3.9,2.2,0.4,668.0,566.0,464.0,0.0,0.0,0.0,0.2,0.2,0.2,20.0,16.0,12.0,150.0,75.0,0.0,7.1,7.1,7.1,3.9,2.2,0.4,668.0,566.0,464.0,0.0,0.0,0.0,20.0,16.0,12.0,150.0,75.0,0.0,2261.0,GROUND WATER FROM HAFLONG,assam
58,0.9,0.9,0.9,330.0,330.0,330.0,0.0,0.0,0.0,4.7,4.7,4.7,12.0,12.0,12.0,430.0,430.0,430.0,6.5,6.5,6.5,0.9,0.9,0.9,330.0,330.0,330.0,0.0,0.0,0.0,12.0,12.0,12.0,430.0,430.0,430.0,2262.0,GROUND WATER FROM KARIMGANJ (COLLEGE),assam
59,0.5,0.5,0.4,417.0,363.0,309.0,0.0,0.0,0.0,1.6,1.1,0.5,20.0,16.5,13.0,0.0,0.0,0.0,6.9,6.6,6.2,0.5,0.5,0.4,417.0,363.0,309.0,0.0,0.0,0.0,20.0,16.5,13.0,0.0,0.0,0.0,2263.0,GROUND WATER FROM HIALAKANDI (NEAR ASTC BUS STAND ),assam
60,4.1,3.6,3.1,1190.0,662.0,134.0,910.0,455.0,0.0,4.0,2.3,0.6,21.0,17.5,14.0,29000.0,14640.0,280.0,6.5,6.5,6.4,4.1,3.6,3.1,1190.0,662.0,134.0,910.0,455.0,0.0,21.0,17.5,14.0,29000.0,14640.0,280.0,2264.0,GROUND WATER IN PANCHGRAM MARKET NEAR CACHAR PAPER MILL,assam
61,2.9669113639476987,2.7302072949044702,2.024070224222406,1140.0,1140.0,1140.0,11.0,11.0,11.0,0.0,0.0,0.0,22.0,22.0,22.0,22.0,22.0,22.0,7.1,7.1,7.1,3.1707964601769913,2.6238938053097334,2.198230088495573,1140.0,1140.0,1140.0,11.0,11.0,11.0,22.0,22.0,22.0,22.0,22.0,22.0,1825.0,PATNA,bihar
62,2.996863476260108,2.699949734086522,2.092961863222439,609.0,609.0,609.0,7.0,7.0,7.0,0.0,0.0,0.0,25.0,25.0,25.0,17.0,17.0,17.0,7.7,7.7,7.7,3.1707964601769913,2.6238938053097334,2.198230088495573,609.0,609.0,609.0,7.0,7.0,7.0,25.0,25.0,25.0,17.0,17.0,17.0,1826.0,PATNA,bihar
